#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikip,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wdatap1282
17_18761864,,Q18761864,Tag:amenity=bank
17_18813575,,Q18813575,Tag:denomination=eritrean_catholic
17_18814858,,Q18814858,Tag:building=terrace
17_18870689,,Q18870689,Tag:bridge=aqueduct
17_18915527,,Q18915527,Key:addr:streetnumber
17_19101121,,Q19101121,Tag:craft=handicraft
17_19311731,,Q19311731,Tag:building:architecture=wilhelminian_style
17_19364326,,Q19364326,Tag:amenity=studio
17_19376249,,Q19376249,Key:addr:provisionalnumber
17_19558910,,Q19558910,Tag:heritage:operator=nrhp
17_19563580,,Q19563580,Tag:service=yard
17_19610511,,Q19610511,Tag:place=township
17_19621559,,Q19621559,Key:payment:bancomat
17_19683138,,Q19683138,Key:ramsar
17_19750814,,Q19750814,Tag:gauge=1524
17_19833158,,Q19833158,Tag:amenity=place_of_mourning
17_19834616,,Q19834616,Key:payment:google_pay
17_19844914,,Q19844914,Tag:building=university
17_19860854,,Q19860854,Key:demolished|Key:destroyed|Key:razed
17_19890860,,Q19890860,Tag:museum=agriculture
17_20313208,,Q20313208,Key:payment:ep_beep
17_20437094,,Q20437094,Tag:artwork_type=installation
17_20482247,,Q20482247,Key:name:eo
17_20708021,,Q20708021,Tag:shop=jewelry
17_20820102,,Q20820102,Tag:railway=miniature
17_20856109,,Q20856109,Tag:sport=canoe
17_20897878,,Q20897878,Tag:building:architecture=georgian_revival
17_20977775,,Q20977775,Key:aeroway
17_21013851,,Q21013851,Key:ref:hmsaq
17_21017121,,Q21017121,Tag:shop=e-cigarette
17_21040879,,Q21040879,Key:ref:at:wis
17_21062105,,Q21062105,Tag:gauge=1522
17_21073937,,Q21073937,Tag:amenity=bank
17_21100463,,Q21100463,Tag:protection_title=Přírodní památka (PP)
17_21117149,,Q21117149,Tag:shop=wine
17_21141633,,Q21141633,Tag:floor:material=wood
17_21438156,,Q21438156,Tag:heritage:operator=ndi
17_21467672,,Q21467672,Tag:sport=running
17_21683257,,Q21683257,Tag:service=siding
17_21815238,,Q21815238,Key:ref:hmdb
17_21822439,,Q21822439,Tag:amenity=college
17_21850100,,Q21850100,Tag:flag:type=municipal
17_22137024,,Q22137024,Key:website
17_22328294,,Q22328294,Key:payment:samsung_pay
17_22807280,,Q22807280,Tag:flag:type=regional
17_22812402,,Q22812402,Tag:information=guidepost
17_23005232,,Q23005232,Tag:leisure=dance
17_23018437,,Q23018437,Key:openplaques:id
17_23045949,,Q23045949,Key:monitoring:pedestrian
17_23583615,,Q23583615,Tag:plant:source=waste
17_23745600,,Q23745600,Tag:shop=convenience
17_23754740,,Q23754740,Tag:craft=upholsterer
17_23795647,,Q23795647,Tag:barrier=bollard
17_23891529,,Q23891529,Tag:diplomatic=honorary_consulate
17_24192067,,Q24192067,Tag:wheelchair=yes
17_24192069,,Q24192069,Tag:wheelchair=no
17_24202480,,Q24202480,Tag:fee=yes
17_24228272,,Q24228272,Key:payment:mastercard
17_24228273,,Q24228273,Key:payment:american_express
17_24284215,,Q24284215,Tag:shop=musical_instrument
17_24439113,,Q24439113,Tag:cuisine=barbecue
17_24455483,,Q24455483,Key:motorcycle:rental|Tag:shop=motorcycle
17_24566025,,Q24566025,Tag:historic=rune_stone
17_24699794,,Q24699794,Tag:building=museum
17_24961802,,Q24961802,Tag:source=IGVSB
17_25043590,,Q25043590,Tag:man_made=livestock_dip
17_25112996,,Q25112996,Tag:shop=weapons
17_25207165,,Q25207165,Tag:amenity=feeding_place
17_25382084,,Q25382084,Tag:information=tactile_model
17_25384001,,Q25384001,Tag:amenity=boat_rental
17_25387536,,Q25387536,Key:ref:FR:MemorialGenWeb
17_25416401,,Q25416401,Tag:aerialway=platter
17_25543366,,Q25543366,Tag:healthcare:speciality=dermatovenereology
17_25550691,,Q25550691,Tag:building=townhall
17_25712298,,Q25712298,Tag:network=BR
17_26256810,,Q26256810,Key:subject
17_26270021,,Q26270021,Tag:gauge=1100
17_26703203,,Q26703203,Tag:memorial:type=stolperstein|Tag:memorial=stolperstein
17_26721034,,Q26721034,Tag:shop=bicycle
17_26757498,,Q26757498,Key:mapillary
17_27038992,,Q27038992,Tag:office=insurance
17_27038997,,Q27038997,Tag:shop=tattoo
17_27043907,,Q27043907,Tag:sport=yoga
17_27055933,,Q27055933,Tag:railway:switch=three_way
17_27095213,,Q27095213,Tag:landuse=retail
17_27106436,,Q27106436,Tag:recycling_type=centre
17_27106471,,Q27106471,Tag:leisure=bowling_alley
17_27106886,,Q27106886,Tag:access=public|Tag:leisure=swimming_pool
17_27134986,,Q27134986,Key:addr:city
17_27148141,,Q27148141,Key:currency:ZEC
17_27979885,,Q27979885,Tag:cuisine=sandwich
17_28109475,,Q28109475,Tag:railway=proposed
17_28136308,,Q28136308,Tag:type=restriction
17_28407514,,Q28407514,Key:payment:peach_pass
17_29053744,,Q29053744,Tag:resource=water
17_29933786,,Q29933786,Key:operator
17_29981662,,Q29981662,Tag:highway=busway
17_29982375,,Q29982375,Tag:healthcare=blood_donation
17_30004987,,Q30004987,Key:stroller
17_30106213,,Q30106213,Tag:gauge=1445
17_30262805,,Q30262805,Tag:denomination=nondenominational
17_30301498,,Q30301498,Tag:amenity=student_accommodation
17_30301666,,Q30301666,Key:trail_visibility
17_31374404,,Q31374404,Tag:shop=mall
17_32350958,,Q32350958,Tag:gambling=bingo
17_35800652,,Q35800652,Tag:park:type=state_beach
17_36728566,,Q36728566,Tag:amenity=ranger_station
17_39015397,,Q39015397,Tag:railway=signal_box
17_39364723,,Q39364723,Tag:building=hospital
17_39508083,,Q39508083,Key:intermittent
17_40049164,,Q40049164,Tag:emergency=rescue_box
17_41362222,,Q41362222,Key:map_type
17_41955438,,Q41955438,Tag:building:material=brick
17_42045754,,Q42045754,Tag:power=converter
17_42503289,,Q42503289,Tag:noname=yes
17_42775781,,Q42775781,Tag:highway=bus_guideway
17_42792757,,Q42792757,Tag:waterway=lock_gate
17_42804670,,Q42804670,Tag:power=cable
17_42811590,,Q42811590,Tag:landuse=farmyard
17_42811873,,Q42811873,Tag:military=obstacle_course
17_42817497,,Q42817497,Tag:shop=dry_cleaning
17_42855995,,Q42855995,Key:manufacturer
17_43156817,,Q43156817,Tag:shop=electronics
17_43156919,,Q43156919,Tag:shop=appliance
17_43182520,,Q43182520,Tag:shop=computer
17_43649390,,Q43649390,Key:wikidata
17_44396585,,Q44396585,Tag:industrial=aluminium_smelting
17_46042059,,Q46042059,Key:de:regionalschluessel
17_46995345,,Q46995345,Tag:railway=railway_crossing
17_47163308,,Q47163308,Tag:diplomatic=ambassadors_residence
17_47504516,,Q47504516,Tag:shop=beverages
17_47504642,,Q47504642,Tag:shop=brewing_supplies
17_47504660,,Q47504660,Tag:shop=chocolate
17_47504702,,Q47504702,Tag:shop=frozen_food
17_47505049,,Q47505049,Tag:industrial=pasta|Tag:shop=pasta
17_47505416,,Q47505416,Tag:craft=confectionery|Tag:shop=pastry
17_47507844,,Q47507844,Tag:shop=spices
17_47507849,,Q47507849,Tag:shop=tea
17_47507911,,Q47507911,Tag:shop=baby_goods
17_47507924,,Q47507924,Tag:shop=bag
17_47508051,,Q47508051,Tag:shop=fabric
17_47508066,,Q47508066,Tag:shop=leather
17_47508075,,Q47508075,Tag:shop=sewing
17_47508085,,Q47508085,Tag:shop=tailor
17_47508094,,Q47508094,Tag:shop=watches
17_47508166,,Q47508166,Tag:shop=cosmetics
17_47508170,,Q47508170,Tag:shop=hairdresser_supply
17_47508200,,Q47508200,Tag:shop=nutrition_supplements
17_47508913,,Q47508913,Tag:shop=agrarian
17_47508983,,Q47508983,Tag:shop=bathroom_furnishing
17_47515948,,Q47515948,Tag:shop=electrical
17_47515998,,Q47515998,Tag:shop=energy
17_47516018,,Q47516018,Tag:shop=fireplace
17_47516049,,Q47516049,Tag:shop=garden_furniture
17_47516067,,Q47516067,Tag:shop=gas
17_47516128,,Q47516128,Tag:shop=houseware
17_47516196,,Q47516196,Tag:shop=paint
17_47516232,,Q47516232,Tag:shop=security
17_47516331,,Q47516331,Tag:shop=bed
17_47516346,,Q47516346,Tag:shop=carpet
17_47516347,,Q47516347,Tag:shop=curtain
17_47516351,,Q47516351,Tag:shop=doors
17_47516353,,Q47516353,Tag:shop=flooring
17_47516362,,Q47516362,Tag:shop=interior_decoration
17_47516368,,Q47516368,Tag:shop=kitchen
17_47516372,,Q47516372,Tag:shop=lamps|Tag:shop=lighting
17_47516376,,Q47516376,Tag:shop=tiles
17_47516378,,Q47516378,Tag:shop=window_blind
17_47516423,,Q47516423,Tag:shop=robot
17_47516431,,Q47516431,Tag:shop=hifi
17_47516435,,Q47516435,Tag:shop=mobile_phone
17_47516439,,Q47516439,Tag:shop=radiotechnics
17_47516441,,Q47516441,Tag:shop=vacuum_cleaner
17_47516482,,Q47516482,Tag:shop=atv
17_47516516,,Q47516516,Tag:shop=boat
17_47516524,,Q47516524,Tag:shop=car_parts
17_47516533,,Q47516533,Tag:shop=fuel
17_47516535,,Q47516535,Tag:shop=fishing
17_47516538,,Q47516538,Tag:shop=free_flying
17_47516539,,Q47516539,Tag:shop=hunting
17_47516541,,Q47516541,Tag:shop=jetski
17_47516542,,Q47516542,Tag:shop=motorcycle
17_47516546,,Q47516546,Tag:shop=outdoor
17_47516552,,Q47516552,Tag:shop=scuba_diving
17_47516563,,Q47516563,Tag:shop=ski
17_47516564,,Q47516564,Tag:shop=snowmobile
17_47516567,,Q47516567,Tag:shop=sports
17_47516839,,Q47516839,Tag:shop=tyres
17_47517083,,Q47517083,Tag:shop=swimming_pool
17_47517090,,Q47517090,Tag:shop=collector
17_47517111,,Q47517111,Tag:shop=craft
17_47517115,,Q47517115,Tag:shop=frame
17_47517120,,Q47517120,Tag:shop=games
17_47517141,,Q47517141,Tag:shop=photo
17_47517150,,Q47517150,Tag:shop=camera
17_47517159,,Q47517159,Tag:shop=trophy
17_47519608,,Q47519608,Tag:shop=lottery
17_47519615,,Q47519615,Tag:shop=ticket
17_47519648,,Q47519648,Tag:shop=party
17_47519677,,Q47519677,Tag:shop=pyrotechnics
17_47519700,,Q47519700,Key:disused:shop|Tag:shop=vacant
17_47519786,,Q47519786,Tag:shop=religion
17_47519912,,Q47519912,Tag:amenity=bicycle_repair_station
17_47520009,,Q47520009,Tag:amenity=motorcycle_parking
17_47520013,,Q47520013,Tag:amenity=parking_entrance
17_47520019,,Q47520019,Tag:amenity=social_facility
17_47520173,,Q47520173,Tag:amenity=gambling
17_47520281,,Q47520281,Tag:amenity=kitchen
17_47520309,,Q47520309,Tag:amenity=recycling|Tag:recycling_type=centre
17_47520332,,Q47520332,Tag:amenity=sanitary_dump_station
17_47520398,,Q47520398,Tag:amenity=water_point
17_47520407,,Q47520407,Tag:amenity=waste_transfer_station
17_47520603,,Q47520603,Tag:tourism=picnic_site
17_47520713,,Q47520713,Tag:tourism=apartment
17_47520921,,Q47520921,Key:leisure|Tag:leisure=yes
17_47521078,,Q47521078,Tag:leisure=disc_golf_course
17_47521258,,Q47521258,Tag:leisure=adult_gaming_centre
17_47521850,,Q47521850,Tag:leisure=fishing
17_47524429,,Q47524429,Tag:leisure=miniature_golf
17_47524435,,Q47524435,Tag:leisure=wildlife_hide
17_47524436,,Q47524436,Tag:leisure=swimming_area
17_47524577,,Q47524577,Tag:building=transportation
17_47525060,,Q47525060,Tag:building=garbage_shed
17_47525089,,Q47525089,Tag:building=pavilion
17_47525110,,Q47525110,Tag:building=roof
17_47525299,,Q47525299,Tag:building=allotment_house
17_47525548,,Q47525548,Tag:amenity=car_pooling
17_47526250,,Q47526250,Key:openbenches:id
17_50612088,,Q50612088,Key:payment:jcb
17_50612448,,Q50612448,Key:payment:diners_club
17_51369558,,Q51369558,Key:historic
17_51754273,,Q51754273,Key:license
17_51879601,,Q51879601,Tag:building:architecture=historicism
17_52008245,,Q52008245,Key:payment:mipay
17_52177058,,Q52177058,Tag:building=civic
17_52330131,,Q52330131,Tag:gauge=597
17_53001749,,Q53001749,Key:artwork_subject
17_53996838,,Q53996838,Tag:barrier=step
17_54888391,,Q54888391,Key:name:carnaval
17_54913746,,Q54913746,Tag:cycleway=opposite
17_55121639,,Q55121639,Tag:industrial=heating_station
17_55290870,,Q55290870,Key:currency:XTZ
17_55570340,,Q55570340,Tag:opening_hours:covid19=closed|Tag:opening_hours:covid19=off|Tag:opening_hours=off
17_56056305,,Q56056305,Tag:building=yes|Tag:disused=yes
17_56348149,,Q56348149,Key:payment:paypay
17_56478984,,Q56478984,Tag:garden:type=community
17_56507866,,Q56507866,Tag:concentration_camp=gulag
17_56827195,,Q56827195,Tag:piste:type=downhill
17_56856618,,Q56856618,Tag:shop=art
17_57314035,,Q57314035,Tag:faculty=medicine
17_57334497,,Q57334497,Tag:shop=yes
17_57596082,,Q57596082,Tag:bicycle_parking=wall_loops
17_57778855,,Q57778855,Tag:building=brewery
17_57830222,,Q57830222,Tag:NHS=STRAHNET
17_57833661,,Q57833661,Tag:sport=dog_racing
17_57977870,,Q57977870,Key:highway
17_58897583,,Q58897583,Key:comment
17_59154760,,Q59154760,Key:import
17_59426035,,Q59426035,Key:payment:wechat
17_59654216,,Q59654216,way/666293924
17_60077401,,Q60077401,Tag:industrial=furniture
17_60614978,,Q60614978,Tag:industrial=distributor
17_60668498,,Q60668498,Key:piste:difficulty
17_60982147,,Q60982147,Tag:railway:signal:train_protection=DE-ESO:ne14
17_60989078,,Q60989078,Key:payment:LINE_Pay
17_61427164,,Q61427164,Role:subarea
17_61663696,,Q61663696,Tag:amenity=bicycle_rental
17_61874990,,Q61874990,Tag:diplomatic=delegation
17_61960059,,Q61960059,Tag:vegetarian=only
17_61960067,,Q61960067,Tag:diet:vegan=only
17_62059481,,Q62059481,Key:crossing
17_62079009,,Q62079009,Tag:amenity=university
17_62603260,,Q62603260,Tag:club=sport|Tag:sport=parachuting
17_63065035,,Q63065035,Key:abandoned:
17_63099748,,Q63099748,Tag:building=hotel
17_63565252,,Q63565252,Tag:waterway=stream
17_63869420,,Q63869420,Tag:cuisine=cupcake
17_63878756,,Q63878756,Tag:cuisine=burger
17_64364539,,Q64364539,Tag:lgbtq=primary
17_64779402,,Q64779402,Tag:diplomatic=liaison
17_64779666,,Q64779666,Key:country
17_64779710,,Q64779710,Key:target
17_64883416,,Q64883416,Key:reservation
17_64896574,,Q64896574,Tag:public_transport=platform
17_64959476,,Q64959476,Tag:heritage:operator=phlf
17_65090225,,Q65090225,Tag:shop=electronics
17_65464996,,Q65464996,Tag:building=digester
17_65532949,,Q65532949,Tag:shelter_type=picnic_shelter
17_65954323,,Q65954323,Tag:historic=tree_shrine
17_66024973,,Q66024973,Tag:socket:type3=yes
17_66306401,,Q66306401,Tag:government=social_welfare
17_66310902,,Q66310902,Key:buried:wikidata
17_66361287,,Q66361287,Tag:dog=leashed
17_66361315,,Q66361315,Tag:smoking=yes
17_66361359,,Q66361359,Tag:seamark:restricted_area:restriction=no_diving
17_66361472,,Q66361472,Tag:bicycle=no
17_66490764,,Q66490764,Tag:industrial=depot
17_67166646,,Q67166646,Tag:natural=cave_entrance
17_67207179,,Q67207179,Tag:hazard=animal_crossing
17_67356821,,Q67356821,Tag:traffic_sign=maxspeed
17_67439188,,Q67439188,Relation:chronology
17_69676094,,Q69676094,Tag:animal_shelter:release=yes
17_70780172,,Q70780172,Tag:crop=tea
17_74051479,,Q74051479,Tag:flag:type=advertising
17_76211894,,Q76211894,Tag:building=supermarket
17_76419950,,Q76419950,Tag:information=board
17_78757683,,Q78757683,Key:windings
17_80144507,,Q80144507,Tag:shop=optician
17_80800782,,Q80800782,Tag:government=treasury
17_81068910,,Q81068910,Key:access:covid19|Key:capacity:covid19|Key:delivery:covid19|Key:description:covid19|Key:drive_through:covid19|Key:note:covid19|Key:opening_hours:covid19|Key:takeaway:covid19
17_84163056,,Q84163056,Tag:historic=milestone|Tag:network=Königlich_sächsischer_Meilenstein
17_84429248,,Q84429248,Tag:footway=access_aisle
17_85536643,,Q85536643,Key:diet:halal
17_88941642,,Q88941642,Tag:landuse=quarry
17_88963788,,Q88963788,Tag:operator:type=community
17_89021074,,Q89021074,Tag:landform=dune_system
17_89579852,,Q89579852,Tag:playground=balancebeam
17_90409686,,Q90409686,Tag:network=Ford_Pass
17_90416196,,Q90416196,Key:safety:mask:covid19
17_90717531,,Q90717531,Tag:tomb=war_grave
17_91975076,,Q91975076,Tag:barrier=height_restrictor
17_91985448,,Q91985448,Tag:playground=map
17_95630587,,Q95630587,Tag:source=PMLP
17_96348143,,Q96348143,Tag:network=US:OH
17_96401858,,Q96401858,Tag:industrial=rice_mill
17_96758296,,Q96758296,Tag:brand=SB_Tank
17_96983545,,Q96983545,Tag:service:bicycle:repair=yes
17_97148237,,Q97148237,Tag:gauge=1450
